Variable,Variable Number,Topic,Topic Number,Subtopic,Subtopic Number,Survey Years,Availability,Description,Table Name,Type,Edit Flag Variable,Imputation Strategy,Response Codes,Question Text,Instrument Variable Name(s),Disclosure,Conditions in Universe,User Notes
TOTHCAMT,8,Housing Costs,8,Total Housing Cost,1,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Monthly total housing costs,HOUSEHOLD,Numeric,JTOTHCAMT,Coming soon,"0 : 999998: $0 to $999,998||999999: $999,999 or more||N or -6: Not applicable",NA,NA,Noise,INTSTATUS = '1',"TOTHCAMT is the sum of all other variables in the ""Total Housing Costs"" subtopic, which includes MORTAMT, RENT, UTILAMT, PROTAXAMT, INSURAMT, HOAAMT, LOTAMT, and MAINTAMT. MAINTAMT is first divided by 12 to convert it to a monthly cost."
ELECAMT,1,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly electric amount,HOUSEHOLD,Numeric,JELECAMT,Coming soon,"0: Unit does not use electricity||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable",See User Notes,See User Notes,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1'))),"Monthly electric amount represents average monthly costs paid for electricity. Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on electricity consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. Separate models are applied to units that use electricity alone and those that use both electricity and natural gas. When electricity is billed separately or can be modeled separately, the models estimate electricity consumption, which is converted into costs with price data. When the electric bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly electric costs. Amounts are for occupied units that use and pay for electricity, where the electricity cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for electricity or if the electric costs would be included in the rent, condo fee, or other charges."
GASAMT,2,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly gas amount,HOUSEHOLD,Numeric,JGASAMT,Coming soon,"0: Unit does not use gas||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable",See User Notes,See User Notes,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1'))),"Monthly gas amount represents average monthly costs paid for gas (note: the variable GASSOURCE indicates whether gas is delivered through underground pipes or is bottled gas). Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on gas consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Separate models were developed for piped natural gas and bottled liquid petroleum gas (propane). Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. When gas is billed separately or can be modeled separately, the models estimate gas consumption, which is converted into costs with price data. When the gas bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly gas costs. Amounts are for occupied units that use and pay for gas, where the gas cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for gas or if the gas costs would be included in the rent, condo fee, or other charges."
OILAMT,3,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly oil amount,HOUSEHOLD,Numeric,JOILAMT,Coming soon,"0: Unit does not use fuel oil||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","In the last year, what was the total cost for fuel oil?",AMTO,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1'))),"Monthly oil amount represents average monthly costs paid for oil. Respondents who use oil are asked to estimate the total cost for fuel oil in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that use and pay for oil, where the oil cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for oil or if the oil costs would be included in the rent, condo fee, or other charges."
OTHERAMT,4,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly amount for other fuels,HOUSEHOLD,Numeric,JOTHERAMT,Coming soon,"0: Unit does not use other utility||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","In the last year, what was the total cost for wood, coal, kerosene, or other fuel?",AMTF,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1'))),"Monthly amount for other fuels represents average monthly costs paid for other fuels (i.e., wood, coal, kerosene, or any other fuel). Respondents who use other fuels are asked to estimate the total cost for other fuels in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that use and pay for other fuels, where the cost for other fuels is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for other fuels or if the other fuel costs would be included in the rent, condo fee, or other charges."
TRASHAMT,5,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly trash amount,HOUSEHOLD,Numeric,JTRASHAMT,Coming soon,"0: Unit does not use trash services||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","In the last year, what was the total cost for garbage and trash collection?",AMTT,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '03' '04' '05'))),"Monthly trash amount represents average monthly costs paid for garbage and trash collection. Respondents are asked to estimate the total cost for garbage and trash collection in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts for occupied units that pay for garbage and trash collection, where the garbage and trash collection cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for garbage and trash collection or if the garbage and trash collection costs would be included in the rent, condo fee, or other charges."
WATERAMT,6,Housing Costs,8,Utilities,2,"2019 National, 2019 Metro, 2017 National, 2015 National",PUF,Monthly water amount,HOUSEHOLD,Numeric,JWATERAMT,Coming soon,"0: Unit does not use water||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","In the last year, what was the total cost for water supply and sewage disposal?",AMTW,Rounded/Topcoded,INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '03' '04' '05'))),"Monthly water amount represents average monthly costs paid for water supply and sewage disposal. Respondents are asked to estimate the total cost for their water supply and sewage disposal in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that pay for their water supply and sewage disposal, where the water supply and sewage disposal cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for water supply and sewage disposal or if the water supply and sewage disposal costs would be included in the rent, condo fee, or other charges."
WCN,1,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",IUF Only,Type of worst case needs,HOUSEHOLD,Character,JWCN,Coming soon,"1: Assisted (self reported)||2: Unassisted, incomes less than 50 percent of area median income, and worst case needs||3: Unassisted, incomes less than 50 percent of area median income, not worst case needs||4: Unassisted, incomes between 51 and 80 percent of area median income||5: Renters not in the above categories||N or -6: Not applicable",NA,NA,Withheld,INTSTATUS = '1' and TENURE in ('2' '3'),
HUDSUB,2,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro",PUF,Subsidized renter status and eligibility,HOUSEHOLD,Character,JHUDSUB,Coming soon,1: HUD assisted: public housing and privately owned multifamily||2: HUD assisted: Housing Choice Voucher Program||3: All other renter occupied units||N or -6: Not applicable,NA,NA,Collapsed,INTSTATUS = '1' and TENURE in ('2' '3'),"This variable provides additional information regarding the eligibility of the household for housing subsidies. For more information see the ""subsidized renter status"" in the Subject Definitions found here: https://www.census.gov/programs-surveys/ahs/tech-documentation/def-errors-changes.html"
HUDSUB_IUF,3,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro",IUF Only,Subsidized renter status and eligibility,HOUSEHOLD,Character,JHUDSUB_IUF,Coming soon,"1: HUD assisted: public housing||2: HUD assisted: Housing Choice Voucher Program||3: HUD assisted: privately owned multifamily||4: Eligible, but not HUD-assisted, with incomes less than 50 percent of area median incomes||5: Eligible, but not HUD-assisted, with incomes between 51 and 80 percent of area median incomes||6: Renters not eligible for HUD assistance||N or -6: Not applicable",NA,NA,None,INTSTATUS = '1' and TENURE in ('2' '3'),"This variable provides additional information regarding the eligibility of the household for housing subsidies. For more information see the ""subsidized renter status"" in the Subject Definitions found here: https://www.census.gov/programs-surveys/ahs/tech-documentation/def-errors-changes.html"
HUDSAMP,4,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",IUF Only,Flag indicating unit was selected as part of the subsidized renter oversample,HOUSEHOLD,Character,JHUDSAMP,Coming soon,"1: Yes, oversample unit||2: No, not an oversample unit",NA,NA,Withheld,INTSTATUS in ('1' '2' '3'),
RENTCNTRL,5,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro",PUF,Flag indicating rent is limited by rent control or stabilization,HOUSEHOLD,Character,JRENTCNTRL,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Does the government limit the rent on the unit through rent control or rent stabilization?,See User Notes,None,(((INTSTATUS = '1' and TENURE in ('2' '3')) or (INTSTATUS in ('2' '3') and VACANCY in ('01' '02' '04'))) and ((STATE = '06' and COUNTY in ('001' '037' '065' '073' '081' '075' '085' '111')) or (STATE = '11') or (STATE = '24' and COUNTY in ('021' '031' '033' '043')) or (STATE = '36' and COUNTY in ('001' '005' '029' '047' '059' '061' '081' '083' '085' '087' '093' '119')) or (STATE = '34')) and RENTSUB not in ('1' '3' '4' '5')),RENTCNRL is determined by either RCNTRL1 or RCNTRL2.
RENTCNTRL_IUF,6,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro",IUF Only,Flag indicating rent is limited by rent control or stabilization,HOUSEHOLD,Character,JRENTCNTRL_IUF,Coming soon,1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable,Does the government limit the rent on the unit through rent control or rent stabilization?,See User Notes,Withheld,(((INTSTATUS = '1' and TENURE in ('2' '3')) or (INTSTATUS in ('2' '3') and VACANCY in ('01' '02' '04'))) and ((STATE = '06' and COUNTY in ('001' '037' '065' '073' '081' '075' '085' '111')) or (STATE = '11') or (STATE = '24' and COUNTY in ('021' '031' '033' '043')) or (STATE = '36' and COUNTY in ('001' '005' '029' '047' '059' '061' '081' '083' '085' '087' '093' '119')) or (STATE = '34' or STATE = '41')) and RENTSUB not in ('1' '3' '4' '5')),Internal data users can use RENTCNTRL_IUF to identify rent control status of units in additional geographic areas. See User Note for RENTCNTRL.
RENTSUB,7,Housing Costs,8,Renter Subsidy,3,"2019 National, 2019 Metro",PUF,Type of rental subsidy or reduction (based on respondent report),HOUSEHOLD,Character,JRENTSUB,Coming soon,1: Public housing||2: Portable voucher||3: Non-portable voucher||4: Other government subsidy||5: Rent reduction requiring annual recertification not reported elsewhere||6: Rent reduction because household member works for owner||7: Rent reduction because household member related to owner||8: No rental subsidy or reduction||M or -9: Not reported||N or -6: Not applicable,See User Notes,See User Notes,None,(INTSTATUS = '1' and TENURE in ('2' '3')) or (INTSTATUS in ('2' '3') and VACANCY in ('01' '02' '04')),"RENTSUB is determined using multiple items collected during the interview: <br/> 1 = Public Housing (if PROJ1 (Is the housing authority your landlord?) or PROJ2 (Is the building owned by the public housing authority?) is reported to be yes) <br/> 2 = Portable Voucher (else if VCHER (Does your household have a housing voucher?) and VCHRMOV (Can you use your housing voucher to move to another location?) are reported yes) <br/> 3 = Non-Portable Voucher (else if VCHER is yes and VCHRMOV is no, dk, or refused) <br/> 4 = Other Federal/State/Local Subsidy (else if SUBRNT1 (Is your rent amount lower because you are in either a Federal, State or local government housing program?) or SUBRNT2 (Does the Federal, State, or local government pay some of the cost of the unit?) are reported yes) <br/> 5 = Rent Reduction Requiring Annual Recertification Not Reported Above (else if RENEW (Do you have to re-certify to determine the amount of rent you pay?) is yes) <br/> 6 = Rent Reduction Because HH Member Works for Owner (else if RNTADJ1 (Is rent reduced for this unit because someone in the household works for the owner?) is yes) <br/> 7 = Rent Reduction Because HH Member Related to Owner (else if RNTADJ2 (Is rent reduced for this unit because someone in the household is related to the owner?) is yes)"
